object_id,item_id,artist_id,artist_display_name,title,style,medium,culture,department,classification,object_date,price,quality,popularity_prior,freshness,margin,margin_pct,availability,is_public_domain,object_name,artist_nationality,period,tags,dominant_hue,palette,description,embedding
100111,item_0111,artist_009,Noah Morel,View of Red Horizon,landscape,Pastel on paper,Spanish,Modern and Contemporary Art,Paintings,1893,29.06,-0.286,0.1961,0.4254,13.49,0.4641,1,True,Painting,Spanish,19th century,gold|nature,gold,earth,"View of Red Horizon is a landscape pastel on paper work with a earth palette and tags nature, gold.","[-0.03689047616687208, -0.10357589325449149, -0.4342551102759814, 0.16409027528032455, -0.23535804858789178, 0.052490366953576756, 0.8207142278723293, -0.20171146135238588]"
100112,item_0112,artist_028,Mila Hart,View of Evening Field,portrait,Ink on paper,American,Photographs,Drawings,1904,361.73,-0.3696,0.225,0.064,128.02,0.3539,1,True,Painting,American,20th century,movement|night|urban|violet,violet,neutral,"View of Evening Field is a portrait ink on paper work with a neutral palette and tags urban, movement, night, violet.","[0.13796659737863418, 0.2543001560955337, 0.5903777275092545, 0.05327666240737482, 0.1674972075933918, 0.6932692654859212, 0.14633316734089338, -0.1866049249774898]"
100113,item_0113,artist_033,Sofia Bellamy,Dream of Summer Window,minimalist,Oil on canvas,Spanish,Modern and Contemporary Art,Photography,1952,333.79,0.6452,0.2394,0.2839,183.21,0.5489,1,True,Painting,Spanish,20th century,architecture|blue|geometry,blue,high-contrast,"Dream of Summer Window is a minimalist oil on canvas work with a high-contrast palette and tags architecture, geometry, blue.","[-0.12109019077014875, 0.2794053811588802, -0.43415477987173934, 0.6378634508051502, 0.5534942565309016, 0.04538156662105874, -0.011159236084722742, 0.05804942799788888]"
100114,item_0114,artist_011,Marcus Mercer,Light over Golden Figure,minimalist,Oil on canvas,French,European Paintings,Photography,1966,118.55,0.4071,0.1361,0.5712,68.64,0.579,1,True,Painting,French,20th century,architecture|nature|night|violet,violet,high-contrast,"Light over Golden Figure is a minimalist oil on canvas work with a high-contrast palette and tags night, architecture, nature, violet.","[0.15590536096321264, -0.7723311593505029, 0.1722808343033755, 0.0511499838019979, 0.4328574897742922, -0.1020494038664597, 0.29526276561961023, 0.24888009781407047]"
100115,item_0115,artist_007,Noah Mercer,Memory of Quiet Street,minimalist,Pastel on paper,British,Photographs,Drawings,2011,291.43,1.0702,0.2297,0.3868,147.21,0.5051,1,True,Painting,British,21th century,night|red,red,cool,"Memory of Quiet Street is a minimalist pastel on paper work with a cool palette and tags night, red.","[0.22974513507074681, 0.16355004737970286, -0.2032521473894458, 0.13685378561855766, 0.7816881068920205, 0.23899568387237213, 0.3767047996572059, 0.22442464292024802]"
100116,item_0116,artist_025,Leila Silva,Echoes of Quiet Street,surrealism,Ink on paper,American,European Paintings,Prints,1989,118.9,-0.9399,0.2946,0.8338,48.66,0.4093,1,True,Painting,American,20th century,nature|night|urban|violet,violet,high-contrast,"Echoes of Quiet Street is a surrealism ink on paper work with a high-contrast palette and tags nature, urban, night, violet.","[-0.6307177328944914, 0.07104302997997643, 0.0004015149971062155, -0.27215267073856586, 0.2195789569390507, 0.3122821775481268, -0.5354397232136143, 0.3010814123278005]"
100117,item_0117,artist_008,Marcus Ito,Echoes of Falling City,surrealism,Acrylic on canvas,Japanese,Photographs,Drawings,1899,419.61,-0.9735,0.205,0.6709,168.28,0.401,1,True,Painting,Japanese,19th century,movement|violet,violet,high-contrast,"Echoes of Falling City is a surrealism acrylic on canvas work with a high-contrast palette and tags movement, violet.","[0.3128393962883085, -0.30092088108103143, -0.6942390712858956, 0.04227025115964248, 0.4139692592667073, 0.2848556061546656, 0.04820439535771059, 0.27016022052222505]"
100118,item_0118,artist_016,Leila Morel,View of Golden Figure,modern,Watercolor on paper,Dutch,Drawings and Prints,Paintings,1955,169.24,0.1552,0.3507,0.3617,75.92,0.4486,1,True,Painting,Dutch,20th century,black|dreamlike,black,cool,"View of Golden Figure is a modern watercolor on paper work with a cool palette and tags dreamlike, black.","[-0.3512414240362538, -0.2069299398019407, 0.5776784693175523, 0.07702940943133783, -0.4158089652816602, 0.5667841737237617, 0.00010469037287590022, -0.004702168268505975]"
100119,item_0119,artist_039,Marcus Khan,Echoes of Quiet Street,impressionism,Ink on paper,Dutch,Modern and Contemporary Art,Drawings,1895,31.27,-0.1343,0.2881,0.4593,10.68,0.3415,1,True,Painting,Dutch,19th century,black|nature,black,earth,"Echoes of Quiet Street is a impressionism ink on paper work with a earth palette and tags nature, black.","[0.11927789128272476, 0.8450882036444576, 0.3865508870250247, -0.062406056917454794, 0.1773826484524005, -0.04689217970939009, 0.1205503551590617, -0.2647390004875824]"
100120,item_0120,artist_034,Noah Rossi,Dream of Glass Room,minimalist,Mixed media,Dutch,European Paintings,Photography,2008,220.09,0.6012,0.124,0.4243,99.28,0.4511,1,True,Painting,Dutch,21th century,green|minimal,green,neutral,"Dream of Glass Room is a minimalist mixed media work with a neutral palette and tags minimal, green.","[0.03257101428543648, 0.07248981903246222, -0.22691287335304972, -0.11611880491286511, 0.8385217094061562, 0.44228290861293235, -0.05122975470010572, -0.1653904738174462]"
100121,item_0121,artist_026,Mila Bellamy,Light over Summer Window,minimalist,Gouache on board,American,Modern and Contemporary Art,Photography,1921,63.47,0.8179,0.2884,0.1033,24.58,0.3872,1,True,Painting,American,20th century,architecture|figure|green,green,high-contrast,"Light over Summer Window is a minimalist gouache on board work with a high-contrast palette and tags figure, architecture, green.","[0.09939522588801891, 0.09140381142273413, 0.1892744010959248, -0.3464311819298624, 0.8230934043403367, -0.02304737272103534, 0.20395911311796877, -0.3260572267390408]"
100122,item_0122,artist_020,Thomas Mercer,Silence in Quiet Street,portrait,Pastel on paper,British,Photographs,Paintings,2000,183.23,-0.9943,0.01,0.5488,71.08,0.3879,1,True,Painting,British,21th century,green|urban,green,cool,"Silence in Quiet Street is a portrait pastel on paper work with a cool palette and tags urban, green.","[-0.2295281482836814, 0.42130465674143913, -0.3800439980614195, -0.11370497108943643, 0.02858056759124283, 0.46411475343821007, 0.5174390752686621, -0.3584611586971947]"
100123,item_0123,artist_036,Ari Morel,Fragments of Evening Field,landscape,Acrylic on canvas,Japanese,Modern and Contemporary Art,Prints,2012,165.74,-0.5736,0.1233,0.5214,47.79,0.2883,0,True,Painting,Japanese,21th century,garden|geometry|portrait|red,red,neutral,"Fragments of Evening Field is a landscape acrylic on canvas work with a neutral palette and tags geometry, garden, portrait, red.","[-0.3795300934669021, 0.35815889821559754, 0.22993376595669557, 0.23083514344586023, 0.14093236114641805, 0.00630507378611141, 0.7519576617422418, 0.19021750999132847]"
100124,item_0124,artist_003,Elena Silva,Echoes of Mirror Lake,landscape,Acrylic on canvas,French,Photographs,Prints,2005,191.13,1.6615,0.1691,0.3406,61.41,0.3213,1,True,Painting,French,21th century,black|blue|movement,black,warm,"Echoes of Mirror Lake is a landscape acrylic on canvas work with a warm palette and tags movement, blue, black.","[0.05286207404916549, 0.07439568587972648, -0.06806750215131775, 0.45434703595688175, -0.4882098309324657, -0.25265749716040714, 0.47677629190798315, -0.5011049647381856]"
100125,item_0125,artist_036,Ari Morel,View of Evening Field,minimalist,Watercolor on paper,American,Asian Art,Paintings,1958,115.0,-1.2576,0.1327,0.4076,33.36,0.2901,1,True,Painting,American,20th century,black|flowers,black,earth,"View of Evening Field is a minimalist watercolor on paper work with a earth palette and tags flowers, black.","[0.358721944584697, 0.15609330967051632, -0.31108827678240675, 0.0689947345848061, 0.6059351163901454, 0.31911868321690634, 0.44238081656640943, -0.284116822356288]"
100126,item_0126,artist_023,Ari Dubois,Fragments of Glass Room,minimalist,Oil on canvas,French,European Paintings,Photography,1921,190.44,1.3728,0.0102,0.2385,80.14,0.4208,1,True,Painting,French,20th century,green|sea,green,neutral,"Fragments of Glass Room is a minimalist oil on canvas work with a neutral palette and tags sea, green.","[-0.18026093067458632, 0.4510152620804415, -0.3470046532059807, 0.03987522209685025, 0.7965247906154812, 0.001467708468137994, -0.04101886425306134, -0.07715259802294684]"
100127,item_0127,artist_033,Sofia Bellamy,Study of Blue Garden,abstract,Acrylic on canvas,Spanish,Drawings and Prints,Photography,1920,309.31,0.0191,0.0962,0.8495,84.63,0.2736,1,True,Painting,Spanish,20th century,black|garden|sea,black,high-contrast,"Study of Blue Garden is a abstract acrylic on canvas work with a high-contrast palette and tags garden, sea, black.","[0.3718230748782695, 0.17684964622070254, -0.4802075542922944, 0.13887455339652036, 0.6082685444240374, -0.4096092109783234, 0.057003283051767765, -0.1989137091929631]"
100128,item_0128,artist_036,Ari Morel,Fragments of Falling City,minimalist,Ink on paper,Japanese,Photographs,Photography,1979,151.05,0.2659,0.1346,0.564,59.05,0.391,1,True,Painting,Japanese,20th century,blue|dreamlike|nature,blue,neutral,"Fragments of Falling City is a minimalist ink on paper work with a neutral palette and tags dreamlike, nature, blue.","[0.7468651227579732, 0.1789585196092636, -0.15754302217710936, -0.00035659245321563633, 0.20947774492705443, 0.304215711404222, 0.44402444164399923, -0.22750950426844552]"
100129,item_0129,artist_003,Elena Silva,Fragments of Mirror Lake,abstract,Watercolor on paper,Spanish,Photographs,Drawings,1982,45.49,0.8926,0.052,0.7025,17.88,0.393,1,True,Painting,Spanish,20th century,black|figure,black,earth,"Fragments of Mirror Lake is a abstract watercolor on paper work with a earth palette and tags figure, black.","[0.310280683753712, 0.4030056879910713, 0.4329874665742331, -0.1831328038712756, -0.569305927241338, 0.30729774360459655, -0.2088162203478452, 0.24114556964290632]"
100130,item_0130,artist_026,Mila Bellamy,Dream of Blue Garden,impressionism,Mixed media,British,Asian Art,Drawings,2005,107.19,-1.3303,0.1201,0.198,39.42,0.3677,1,True,Painting,British,21th century,architecture|blue|garden|violet,violet,cool,"Dream of Blue Garden is a impressionism mixed media work with a cool palette and tags architecture, blue, garden, violet.","[-0.10497600092932376, 0.6068425854884459, 0.027310526986408516, 0.15072202561009382, 0.5097305130959483, -0.4034230452411863, 0.41708443050720895, 0.026913738766073836]"
100131,item_0131,artist_034,Noah Rossi,Light over Red Horizon,portrait,Mixed media,British,Modern and Contemporary Art,Photography,1952,379.1,1.1925,0.0298,0.6595,157.96,0.4167,1,True,Painting,British,20th century,figure|geometry|gold|white,white,neutral,"Light over Red Horizon is a portrait mixed media work with a neutral palette and tags geometry, gold, figure, white.","[0.22945995950462225, -0.10886160432222904, -0.6737752873197124, 0.051472863654578455, 0.11299519140066247, 0.535809539349009, 0.3197277747527058, -0.2771083868185167]"
100132,item_0132,artist_030,Elena Morel,Portrait of Harbor Light,contemporary,Gouache on board,French,Asian Art,Prints,1955,55.31,-0.6776,0.4151,0.6801,23.33,0.4218,1,True,Painting,French,20th century,nature|sea|violet,violet,neutral,"Portrait of Harbor Light is a contemporary gouache on board work with a neutral palette and tags nature, sea, violet.","[-0.3215300761581964, 0.016251144147241565, -0.5173569479278576, 0.27638862052743923, 0.3232741329360419, -0.5466440982516361, 0.31705926829869485, 0.22012022381913154]"
100133,item_0133,artist_022,Thomas Khan,View of Quiet Street,landscape,Watercolor on paper,American,Drawings and Prints,Paintings,2007,307.46,1.4016,0.3866,0.3773,140.25,0.4561,1,True,Painting,American,21th century,gold|white,white,high-contrast,"View of Quiet Street is a landscape watercolor on paper work with a high-contrast palette and tags gold, white.","[-0.21131845113030623, 0.5030424564783766, 0.6149879732417809, 0.3461878458398347, 0.03017404205037866, -0.2858553074345881, 0.29574255699242985, 0.1847949581437363]"
100134,item_0134,artist_015,Leila Ito,Memory of Summer Window,minimalist,Ink on paper,Spanish,Photographs,Drawings,1942,374.79,0.4216,0.3304,0.4434,172.83,0.4611,1,True,Painting,Spanish,20th century,black|blue|gold|nature,black,warm,"Memory of Summer Window is a minimalist ink on paper work with a warm palette and tags gold, blue, nature, black.","[0.23248858316605037, -0.07019862140686213, 0.20481578710131354, 0.3401383039485635, 0.5157697656257454, 0.6879022287596613, 0.0881601976831092, 0.19072884048334388]"
100135,item_0135,artist_030,Elena Morel,Composition in Quiet Street,surrealism,Oil on canvas,Dutch,Modern and Contemporary Art,Photography,1958,65.32,-0.357,0.2486,0.6379,29.67,0.4542,1,True,Painting,Dutch,20th century,dreamlike|portrait|violet,violet,high-contrast,"Composition in Quiet Street is a surrealism oil on canvas work with a high-contrast palette and tags portrait, dreamlike, violet.","[-0.002359633963864141, 0.28198359794577116, -0.4603298424136048, -0.16322561329121316, 0.2932825221000445, 0.3580349245607561, -0.123954978557508, 0.672580876086261]"
100136,item_0136,artist_026,Mila Bellamy,Fragments of Golden Figure,impressionism,Ink on paper,Spanish,European Paintings,Drawings,1986,513.67,0.617,0.3777,0.399,285.71,0.5562,1,True,Painting,Spanish,20th century,architecture|blue|urban,blue,cool,"Fragments of Golden Figure is a impressionism ink on paper work with a cool palette and tags urban, architecture, blue.","[0.16407915402341317, 0.3803795433801995, -0.7180998981159986, 0.36588006641094095, -0.15968340444090487, -0.28771970434386884, 0.23126234627822712, -0.1307289397282541]"
100137,item_0137,artist_029,Thomas Bellamy,Portrait of Glass Room,abstract,Ink on paper,American,Drawings and Prints,Prints,2014,90.05,1.2358,0.1909,0.452,36.81,0.4088,1,True,Painting,American,21th century,gold|portrait|red,red,earth,"Portrait of Glass Room is a abstract ink on paper work with a earth palette and tags portrait, gold, red.","[0.18598172669884852, -0.39474951608546793, -0.4442697960893126, 0.3247156400033507, -0.18363781828446302, 0.4475874702303049, -0.15636284057639577, -0.49825795287887964]"
100138,item_0138,artist_018,Noah Dubois,Light over Harbor Light,modern,Gouache on board,French,European Paintings,Prints,1929,182.97,-0.9242,0.2214,0.2862,84.67,0.4628,1,True,Painting,French,20th century,dreamlike|figure|flowers|red,red,earth,"Light over Harbor Light is a modern gouache on board work with a earth palette and tags figure, dreamlike, flowers, red.","[-0.2699525644297817, 0.16993787344076502, 0.4589304370364606, -0.6249265193717013, 0.22446007298932513, -0.03176525692346473, 0.02141325037615399, -0.49522373337099646]"
100139,item_0139,artist_015,Leila Ito,Silence in Summer Window,impressionism,Acrylic on canvas,French,Asian Art,Prints,1999,839.15,1.3405,0.0457,0.8356,263.39,0.3139,1,True,Painting,French,20th century,night|portrait|red,red,warm,"Silence in Summer Window is a impressionism acrylic on canvas work with a warm palette and tags night, portrait, red.","[-0.612994554322407, 0.4406713286506286, 0.13782328115568926, 0.04611080814143357, -0.4799224172120122, 0.11757778153331384, -0.36351721816834753, -0.18063820649603152]"
100140,item_0140,artist_029,Thomas Bellamy,Portrait of Falling City,abstract,Gouache on board,French,European Paintings,Paintings,2013,508.51,1.1696,0.1553,0.6135,141.11,0.2775,1,True,Painting,French,21th century,architecture|minimal|portrait|white,white,neutral,"Portrait of Falling City is a abstract gouache on board work with a neutral palette and tags minimal, portrait, architecture, white.","[0.2542646807364935, -0.4287432261570704, 0.4755467236034108, 0.1268680300309347, 0.2577013519521396, 0.15915517215787114, 0.1825697161344598, -0.6198519793877427]"
100141,item_0141,artist_009,Noah Morel,View of Glass Room,minimalist,Acrylic on canvas,French,Modern and Contemporary Art,Photography,1980,155.12,-1.6066,0.2954,0.351,75.88,0.4892,1,True,Painting,French,20th century,architecture|black|movement,black,high-contrast,"View of Glass Room is a minimalist acrylic on canvas work with a high-contrast palette and tags architecture, movement, black.","[0.23433469990277234, -0.4232026726088673, -0.00977511208095162, -0.07236419390704578, 0.7852473329371654, -0.15336888616092315, -0.05456653895971447, 0.3428435784107547]"
100142,item_0142,artist_033,Sofia Bellamy,Dream of Glass Room,contemporary,Pastel on paper,Japanese,European Paintings,Photography,1913,138.32,0.2394,0.2095,0.8186,34.32,0.2481,1,True,Painting,Japanese,20th century,black|figure,black,neutral,"Dream of Glass Room is a contemporary pastel on paper work with a neutral palette and tags figure, black.","[-0.32484141857701604, -0.2862033192692238, -0.379727123273574, 0.3460116589397713, -0.027842877017180686, -0.29665562097498666, 0.28268495329366866, 0.6164076484660457]"
100143,item_0143,artist_007,Noah Mercer,Fragments of Red Horizon,contemporary,Acrylic on canvas,French,Drawings and Prints,Photography,1908,280.53,0.7216,0.1003,0.1662,134.12,0.4781,1,True,Painting,French,20th century,blue|geometry|gold|minimal,gold,cool,"Fragments of Red Horizon is a contemporary acrylic on canvas work with a cool palette and tags geometry, minimal, blue, gold.","[-0.21641780073159028, 0.010756678088516665, 0.19374721613653878, 0.4132095374590555, 0.3042260930201165, 0.6702389624215244, -0.2228540093385654, -0.3915735319830269]"
100144,item_0144,artist_001,Leila Valette,Light over Glass Room,landscape,Oil on canvas,Dutch,Asian Art,Prints,1940,148.28,1.4436,0.0482,0.5756,46.21,0.3116,1,True,Painting,Dutch,20th century,blue|flowers|nature|night,blue,high-contrast,"Light over Glass Room is a landscape oil on canvas work with a high-contrast palette and tags nature, blue, flowers, night.","[-0.19325946332370944, 0.3022861188812092, -0.13613991471657716, -0.015969490764505875, 0.008928193645508491, -0.6750799501681045, 0.5812404375891329, -0.24255243130401835]"
100145,item_0145,artist_008,Marcus Ito,Composition in Mirror Lake,abstract,Oil on canvas,British,Asian Art,Drawings,1999,323.47,0.5473,0.2621,0.562,114.77,0.3548,1,True,Painting,British,20th century,flowers|gold|nature,gold,high-contrast,"Composition in Mirror Lake is a abstract oil on canvas work with a high-contrast palette and tags flowers, nature, gold.","[0.3161769306260552, -0.14496119425584406, -0.2569344624569977, -0.19543501628222512, 0.6982662518767782, 0.29470665237775573, -0.3198980763730914, -0.3131224801739898]"
100146,item_0146,artist_014,Noah Khan,View of Summer Window,modern,Acrylic on canvas,Dutch,Asian Art,Drawings,2003,785.52,-1.103,0.1893,0.1845,386.65,0.4922,1,True,Painting,Dutch,21th century,architecture|flowers|green|movement,green,warm,"View of Summer Window is a modern acrylic on canvas work with a warm palette and tags architecture, movement, flowers, green.","[-0.3310661069657129, -0.5446466772013744, 0.6536498689768011, 0.1624108061376483, 0.32935154956429524, 0.06797721489882312, 0.06402552186929958, -0.1514172875724749]"
100147,item_0147,artist_007,Noah Mercer,Dream of Mirror Lake,contemporary,Watercolor on paper,French,Drawings and Prints,Drawings,1889,355.5,-0.1461,0.0853,0.5278,181.81,0.5114,1,True,Painting,French,19th century,gold|nature,gold,warm,"Dream of Mirror Lake is a contemporary watercolor on paper work with a warm palette and tags gold, nature.","[0.36516716977085445, -0.11173025501807346, 0.16896175410999253, 0.35266536563079726, -0.11446302541444438, 0.04204480512683618, -0.6072054856773083, -0.5636313518432218]"
100148,item_0148,artist_002,Ari Valette,Light over Glass Room,abstract,Gouache on board,Spanish,European Paintings,Drawings,1940,105.65,-0.3357,0.1386,0.6075,39.94,0.378,1,True,Painting,Spanish,20th century,black|urban,black,high-contrast,"Light over Glass Room is a abstract gouache on board work with a high-contrast palette and tags urban, black.","[0.5865671805042612, 0.0001270800485629584, -0.37002559420998427, 0.28960026594782723, -0.06881269492849908, 0.15657117887902744, 0.6330412680935847, 0.07183803379240732]"
100149,item_0149,artist_019,Thomas Hart,Fragments of Falling City,contemporary,Ink on paper,Dutch,Drawings and Prints,Drawings,1941,244.51,0.3614,0.1615,0.5413,140.55,0.5749,1,True,Painting,Dutch,20th century,black|garden|portrait,black,cool,"Fragments of Falling City is a contemporary ink on paper work with a cool palette and tags portrait, garden, black.","[-0.3182901115352059, -0.010041431632161316, -0.16808699142726782, 0.8119446476854121, 0.2106001718589295, -0.24090579723122818, 0.18418065107690515, 0.273445933353331]"
100150,item_0150,artist_033,Sofia Bellamy,Silence in Red Horizon,modern,Mixed media,American,Drawings and Prints,Photography,1923,129.41,-0.2948,0.0234,0.4059,60.91,0.4707,1,True,Painting,American,20th century,flowers|gold|urban,gold,neutral,"Silence in Red Horizon is a modern mixed media work with a neutral palette and tags flowers, urban, gold.","[-0.023174056027005983, -0.10057742384271226, 0.9511779058557681, 0.18100323206542793, 0.01614915960958516, 0.06987441448580815, -0.2041966203211876, -0.07075363037812211]"
100151,item_0151,artist_003,Elena Silva,Dream of Harbor Light,contemporary,Pastel on paper,Spanish,Modern and Contemporary Art,Photography,2020,122.28,0.082,0.1577,0.2958,45.07,0.3686,1,True,Painting,Spanish,21th century,flowers|gold,gold,earth,"Dream of Harbor Light is a contemporary pastel on paper work with a earth palette and tags flowers, gold.","[0.449646732975634, 0.6390201740432749, 0.3265698070935642, 0.2651471848919424, -0.10099590228250423, -0.003268753295804993, 0.300140549186838, 0.3349999345758809]"
100152,item_0152,artist_003,Elena Silva,Composition in Mirror Lake,portrait,Pastel on paper,British,European Paintings,Drawings,1895,857.13,1.0715,0.1539,0.7898,304.95,0.3558,1,True,Painting,British,19th century,black|gold,black,neutral,"Composition in Mirror Lake is a portrait pastel on paper work with a neutral palette and tags gold, black.","[0.5076291077432009, 0.25244662709894145, -0.16025855328538094, -0.17344292124784758, 0.10727775466424448, 0.7704130915319412, 0.07136485666575129, 0.11260704411284632]"
100153,item_0153,artist_013,Jonas Dubois,Light over Golden Figure,contemporary,Pastel on paper,British,Drawings and Prints,Paintings,2007,331.05,1.0306,0.0848,0.4328,187.49,0.5663,1,True,Painting,British,21th century,architecture|blue,blue,cool,"Light over Golden Figure is a contemporary pastel on paper work with a cool palette and tags architecture, blue.","[-0.4465111603398248, -0.32158069568378034, -0.15182726234167232, 0.10699373327422682, 0.006400100011120364, 0.36973624514747544, -0.3719814390830427, 0.6225740266516587]"
100154,item_0154,artist_029,Thomas Bellamy,Dream of Red Horizon,landscape,Watercolor on paper,Japanese,Drawings and Prints,Photography,1951,125.99,0.582,0.2442,0.8596,57.14,0.4535,1,True,Painting,Japanese,20th century,geometry|green|movement,green,earth,"Dream of Red Horizon is a landscape watercolor on paper work with a earth palette and tags movement, geometry, green.","[0.18094990786527304, -0.28733318142676717, 0.14034356267203393, -0.4142193093983314, 0.2569822405320753, -0.37343342700953946, 0.6723088265769251, 0.1895554435321041]"
100155,item_0155,artist_036,Ari Morel,View of Golden Figure,surrealism,Watercolor on paper,British,Asian Art,Paintings,1951,403.05,0.6125,0.0871,0.3328,196.22,0.4869,1,True,Painting,British,20th century,blue|figure|garden|sea,blue,cool,"View of Golden Figure is a surrealism watercolor on paper work with a cool palette and tags garden, sea, figure, blue.","[0.5293132395299698, -0.23540953037050638, -0.2567664434549015, 0.5704085612247998, 0.26113897875245917, 0.24640700003786448, 0.365739807815384, 0.10217303340746117]"
100156,item_0156,artist_031,Leila Hart,Dream of Falling City,modern,Acrylic on canvas,Italian,Photographs,Drawings,1971,247.04,0.0239,0.0888,0.8467,112.56,0.4557,1,True,Painting,Italian,20th century,figure|minimal|white,white,earth,"Dream of Falling City is a modern acrylic on canvas work with a earth palette and tags minimal, figure, white.","[0.16738520546703772, 0.3575864134403722, 0.5525445231458931, 0.29355857938176066, 0.5414572431683418, 0.2754574812866019, 0.06708340083349565, 0.28121007554125127]"
100157,item_0157,artist_008,Marcus Ito,Light over Quiet Street,surrealism,Gouache on board,Japanese,Drawings and Prints,Drawings,1900,94.3,1.4817,0.4262,0.4411,37.32,0.3958,1,True,Painting,Japanese,20th century,black|blue|figure|nature,black,earth,"Light over Quiet Street is a surrealism gouache on board work with a earth palette and tags blue, figure, nature, black.","[0.10959825967225761, -0.6260293570307432, 0.18646735180128943, 0.2638923337871043, -0.17658454152794167, 0.036830242084988835, 0.5825449904227987, 0.34607657331007]"
100158,item_0158,artist_009,Noah Morel,Silence in Quiet Street,abstract,Pastel on paper,Spanish,Modern and Contemporary Art,Paintings,1980,306.59,0.4633,0.1561,0.7754,91.59,0.2987,1,True,Painting,Spanish,20th century,gold|sea,gold,warm,"Silence in Quiet Street is a abstract pastel on paper work with a warm palette and tags sea, gold.","[0.6102169151817803, -0.2408011465390745, 0.5438494973807179, -0.14532429536193545, -0.09172567102755118, 0.09369629254248385, 0.42536656707646475, 0.23372930147373544]"
100159,item_0159,artist_000,Leila Khan,Light over Blue Garden,surrealism,Oil on canvas,Dutch,Photographs,Photography,2022,89.04,0.6227,0.3168,0.4046,36.56,0.4106,1,True,Painting,Dutch,21th century,blue|green|movement,green,warm,"Light over Blue Garden is a surrealism oil on canvas work with a warm palette and tags blue, movement, green.","[0.669830117651488, 0.6002110929931074, -0.177735641378878, -0.05755456608254503, -0.02821588850192611, -0.17233797103811493, 0.07441493386772167, 0.3466088209520784]"
